Groupe 1 : Bâtiments et Infrastructures Sportives;;;;;
Code;Désignation/Caractéristiques;;Minimum;Moyen;Maximum
03.1.1.11.0.010;Peinture polyuréthane;m²;6 500;7 665;9 500
03.1.1.11.0.011;Peinture plastique de finition à grain fin ou gros grin y compris fixateur et toute sujétion de pose (marmorex ou équivalent);m²;9 500;12 165;15 000
03.1.1.11.0.012;Peinture plastique de finition frotassé y compris fixateur et toute sujétion de pose;m²;10 000;12 335;15 000
03.1.1.11.0.013;Peinture décorative;m²;15 000;17 665;20 500
03.1.1.11.0.014;Revêtement mural en panneau aluminium;m²;85 000;101 665;115 000
03.1.2;BATIMENT A NIVEAU (STRUCTURE EN BETON ARME COMPORTANT AU MOINS UN PLANCHER HAUT );;;;
03.1.2.1;REZ DE CHAUSSEE;;;;
03.1.2.1.1;INSTALLATION GENERALE DE CHANTIER;;;;
03.1.2.1.1.001;Contrôle de la qualité et de la mise en œuvre des matériaux et des équipements (protocole d'accord avec un organisme agréé);Ensemble;Nd;Nd;Nd
03.1.2.1.1.002;Etude d'exécution approuvée par BCT ou LNBTP;Ensemble;Nd;Nd;Nd
03.1.2.1.1.003;Installation de chantier/Amenée et repli du matériel  comprenant préparation des surfaces, construction de bureaux de chantier équipé, clôture provisoire, panneau de chantier, branchement provisoire eau et électricité, frais divers;Ensemble;Nd;Nd;Nd
03.1.2.1.1.004;Installation de chantier /Amenée et repli du matériel;Ensemble;Nd;Nd;Nd
03.1.2.1.1.005;Panneaux de chantier;Unité;100 000;300 000;500 000
03.1.2.1.2;TRAVAUX PREPARATOIRES ET TERRASSEMENTS;;;;
03.1.2.1.2.001;Abattage d'arbres de diamètre sup à 1m mesuré à 1m du sol;Unité;17 000;21 000;25 000
03.1.2.1.2.002;Débroussaillage décapage et nivellement manuel;m²;750;875;1 000
03.1.2.1.2.003;Fouille en puits  pour semelles isolées;m³;4 000;5 165;6 500
03.1.2.1.2.004;Fouille en rigole pour semelles filantes;m³;3 500;4 375;5 500
03.1.2.1.2.005;Implantation de l'ouvrage;Forfait;375 000;465 000;600 000
03.1.2.1.2.006;Implantation de l'ouvrage;m²;1 000;1 235;1 500
03.1.2.1.2.007;Implantation de l'ouvrage a l'aide d'un appareil topo;Forfait;600 000;775 000;1 000 000
03.1.2.1.2.008;Implantation de l'ouvrage a l'aide d'un appareil topo;m²;2 500;3 250;4 000
03.1.2.1.2.009;Nivellement mécanique sans apport de terre;m²;4 000;5 000;6 000
03.1.2.1.2.010;Remblai d'apport latéritique compacté à 95% de l'optimum proctor modifié;m³;7 000;7 835;8 500
03.1.2.1.2.011;Remblai hydraulique à 95% de l'optimum proctor modifié;m³;8 000;8 665;10 000
03.1.2.1.2.012;Remblai sans apport latéritique compacté à 95% de l'optimum proctor modifié;m³;2 500;3 165;4 000
03.1.2.1.3;INFRASTRUCTURES;;;;
03.1.2.1.3.001;Barbotine dans les fouilles;m²;4 500;5 500;7 000
03.1.2.1.3.002;Béton armé dosé à 350 kg/m³ pour amorces de poteaux;m³;150 000;175 000;200 000
03.1.2.1.3.003;Béton armé dosé à 350 kg/m³ pour chaînage bas;m³;150 000;175 000;200 000
03.1.2.1.3.004;Béton armé dosé à 350 kg/m³ pour semelles filantes;m³;150 000;175 000;200 000
03.1.2.1.3.005;Béton armé dosé à 350 kg/m³ pour semelles isolées;m³;150 000;175 000;200 000
03.1.2.1.3.006;Béton armé dosé à 350 kg/m³ pour voiles;m³;150 000;175 000;200 000
03.1.2.1.3.007;Béton armé hydrofuge dosé à 350 kg/m³ pour semelles;m³;150 000;175 000;200 000
03.1.2.1.3.008;Béton armé dosé à 350 kg/m³ pour radier;m³;150 000;175 000;200 000
03.1.2.1.3.009;Béton cyclopéen dosé à 250 kg/m³ pour fondation;m³;80 000;90 000;100 000
03.1.2.1.3.010;Béton cyclopéen dosé à 300 kg/m³ pour fondation;m³;90 000;100 000;110 000
03.1.2.1.3.011;Béton de propreté dosé à 150 kg/m³;m³;50 000;61 665;70 000
03.1.2.1.3.012;Béton légèrement armé pour dallage dosé à 300 kg/m³ et socles d'épaisseur 10 cm y compris chape incorporée et bouchardée;m³;100 000;113 335;130 000
03.1.2.1.3.013;Béton légèrement armé pour dallage dosé à 300 kg/m³ et socles d'épaisseur 15 cm y compris chape incorporée et bouchardée;m³;100 000;113 335;130 000
03.1.2.1.3.014;Béton légèrement armé pour dallage dosé à 300 kg/m³ et socles d'épaisseur 8 cm y compris chape incorporée et bouchardée;m³;100 000;113 335;130 000
03.1.2.1.3.015;Fourniture et pose film polyane sous dallage ép. 200 microns;m²;1 000;1 250;1 500
03.1.2.1.3.016;Maçonnerie en agglos pleins de 10x20x40 cm  avec agglos confectionné manuellement;m²;9 000;10 335;12 000
03.1.2.1.3.017;Maçonnerie en agglos pleins de 15x20x40 cm  avec agglos confectionné manuellement;m²;11 000;12 665;14 000
03.1.2.1.3.018;Maçonnerie en agglos pleins de 20x20x40 cm  avec agglos confectionné manuellement;m²;10 000;13 000;15 000
03.1.2.1.3.019;Maçonnerie en agglos pleins de 10x20x40 cm  avec agglos confectionné mécaniquement;m²;15 000;16 000;17 000
03.1.2.1.3.020;Maçonnerie en agglos pleins de 15x20x40 cm  avec agglos confectionné mécaniquement;m²;15 000;16 665;18 000
03.1.2.1.3.021;Maçonnerie en agglos pleins de 20x20x40 cm avec agglos confectionné mécaniquement;m²;17 000;18 500;20 000
03.1.2.1.3.022;Traitement anti-termites y compris film polyéthylène 180 µm  posé par thermolaquage;m²;3 500;4 165;5 000
03.1.2.1.4;SUPERSTRUCTURES - MACONNERIE;;;;
03.1.2.1.4.001;Béton armé  dosé à 350kg/m³ pour chainage;m³;130 000;140 000;150 000
03.1.2.1.4.002;Béton armé dosé à 300 kg/m³ pour appuis de baies;m³;130 000;140 000;150 000
03.1.2.1.4.003;Béton armé dosé à 300 kg/m³ pour marches d'accès et emmarchement;m³;110 000;120 000;130 000
03.1.2.1.4.004;Béton armé dosé à 350 kg/m³ pour  couronnement;m³;110 000;120 000;130 000
03.1.2.1.4.005;Béton armé dosé à 350 kg/m³ pour chainage d'arase;m³;130 000;140 000;150 000
03.1.2.1.4.006;Béton armé dosé à 350 kg/m³ pour élément décoratif;m³;150 000;160 000;170 000
03.1.2.1.4.007;Béton armé dosé à 350 kg/m³ pour linteaux;m³;130 000;140 000;150 000
03.1.2.1.4.008;Béton armé dosé à 350 kg/m³ pour poteaux;m³;150 000;166 665;200 000
03.1.2.1.4.009;Béton armé dosé à 350 kg/m³ pour poutres;m³;160 000;180 000;200 000
03.1.2.1.4.010;Béton armé dosé à 350 kg/m³ pour raidisseurs;m³;130 000;140 000;150 000
03.1.2.1.4.011;Béton armé pour acrotère (appui de tôle) dosé à 350 kg/ m³;m³;145 000;150 000;160 000
03.1.2.1.4.012;Béton armé pour chainage rampant dosé à 350kg/ m³;m³;145 000;150 000;160 000
03.1.2.1.4.013;Béton armé pour dalle de compression dosé à 350kg/m³;m³;130 000;140 000;150 000
03.1.2.1.4.014;Béton armé pour dalle pleine dosé à 350kg/m³;m³;160 000;180 000;200 000
03.1.2.1.4.015;Béton armé pour escaliers dosé à 350kg/m³;m³;160 000;180 000;200 000
03.1.2.1.4.016;Béton armé pour poutres dosé à 350kg/m³;m³;160 000;180 000;200 000
03.1.2.1.4.017;Béton légèrement armé pour estrade dosé à 300kg/ m³;m³;180 000;200 000;220 000
03.1.2.1.4.018;Béton non armé dosé à 300 kg/m³ pour estrade et marche d'entrée;m³;180 000;200 000;220 000
03.1.2.1.4.019;Béton non armé pour marche et rampe dosé à 300kg/ m³;m³;130 000;140 000;150 000
03.1.2.1.4.020;Béton armé hydrofuge dosé à 400kg/m³;m³;170 000;190 000;210 000
03.1.2.1.4.021;Chape lisse et bouchardé;m²;6 000;7 000;8 000
03.1.2.1.4.022;Chape talochée pour les rampes d'accès;m²;6 000;7 000;8 000
03.1.2.1.4.023;Claustras de ventilation munis de grillage anti insectes;Unité;2 000;2 500;3 000
03.1.2.1.4.024;Enduit  lisse au mortier de ciment dosé à 600kg/m³ en sous face plancher;m²;5 000;6 000;7 000
03.1.2.1.4.025;Enduit  lisse au mortier de ciment dosé à 600kg/m³ pour tableau noir d'épaisseur 6 cm y compris grillage poulailler;m²;4 500;5 165;6 000
03.1.2.1.4.026;Enduit extérieur d'esthétique au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm sur la façade;m²;4 500;5 165;6 000
03.1.2.1.4.027;Enduit extérieur taloché  au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm;m²;9 000;10 335;12 000
03.1.2.1.4.028;Enduit intérieur bicouche  au mortier de ciment dosé à 400kg/m³ d'épaisseur 4,00cm y compris raccordement;m²;5 000;5 500;6 000
03.1.2.1.4.029;Enduit intérieur lissé au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm;m²;5 000;5 665;6 500
03.1.2.1.4.030;Enduit intérieur au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm y compris raccordement et calfeutrement;m²;5 000;5 665;6 500
03.1.2.1.4.031;Enduits tyroliens au ciment blanc écrasés;m²;2 500;3 000;3 500
03.1.2.1.4.032;Fourniture et pose de polystyrène de 0,10 cm pour joint de dilatation;ml;2 000;2 165;2 500
03.1.2.1.4.033;Fourniture et pose de polystyrène de 0,10 cm pour joint de dilatation avec couvre joint en alu;ml;2 000;2 165;2 500
03.1.2.1.4.034;Joint de dilatation en Polystyrène de 2 cm avec couvre joint en alu;ml;11 500;12 000;12 500
03.1.2.1.4.035;Joint de dilatation en Polystyrène de 2,5 cm avec couvre joint en alu;ml;12 000;12 500;13 000
03.1.2.1.4.036;Joint de dilation en polystyrène de 2 cm;ml;4 000;4 500;5 000
03.1.2.1.4.037;Joint de dilation en polystyrène de 2,5 cm;ml;4 500;5 000;5 500
03.1.2.1.4.038;Lit de sable sous dalle d'une épaisseur de 5 cm;m²;1 500;1 750;2 000
03.1.2.1.4.039;Maçonnerie d'agglos creux au mortier de ciment de 10x20x40 cm;m²;7 500;8 165;9 000
03.1.2.1.4.040;Maçonnerie d'agglos creux au mortier de ciment  de 15x20x40 cm;m²;8 000;9 000;10 000
03.1.2.1.4.041;Maçonnerie d'agglos creux au mortier de ciment  de 20x20x40 cm;m²;9 000;10 000;11 000
03.1.2.1.4.042;Maçonnerie d'agglos creux au mortier de ciment de 10x20x40 cm avec agglos confectionné mécaniquement;m²;13 000;14 000;15 000
03.1.2.1.4.043;Maçonnerie d'agglos creux au mortier de ciment de 15x20x40 cm avec agglos confectionné mécaniquement;m²;15 000;16 000;17 000
03.1.2.1.4.044;Maçonnerie d'agglos creux au mortier de ciment de 20x20x40 cm avec agglos confectionné mécaniquement;m²;17 000;17 665;18 500
03.1.2.1.4.045;Maçonnerie en brique pleine de terre cuite de 22x11x5 cm;m²;50 000;56 665;65 000
03.1.2.1.4.046;Maçonnerie en brique pleine de terre cuite de 30x14x6 cm;m²;27 500;31 665;37 500
03.1.2.1.4.047;Maçonnerie en brique pleine de terre cuite de 30x14x7 cm;m²;27 500;31 665;37 500
03.1.2.1.4.048;Maçonnerie en brique pleine de terre cuite de 30x14x8 cm;m²;27 500;31 665;37 500
03.1.2.1.4.049;Revêtement en briquette céramique  22x5x2;m²;14 000;15 165;16 500
03.1.2.1.4.050;Revêtement en plaquette céramique  22x11x2;m²;14 000;15 165;16 500
03.1.2.1.4.051;Revêtement en briquette de terre cuite 22x5x2;m²;14 000;15 165;16 500
03.1.2.1.4.052;Maçonnerie en brique pleine céramique  de 30x14x8 cm pour incinérateur;m²;27 500;31 665;37 500
03.1.2.1.4.053;Maçonnerie en bloc latéritique taillé (BLT) de 40x20x15 cm pour mur porteur;m²;12 500;15 000;17 500
03.1.2.1.4.054;Maçonnerie en bloc latéritique taillé (BLT) de 40x15x15 cm pour mur porteur;m²;12 500;15 000;17 500
03.1.2.1.4.055;Maçonnerie en bloc latéritique taillé (BLT) de 30x20x15 cm pour mur porteur;m²;12 500;15 000;17 500
03.1.2.1.4.056;Maçonnerie en bloc latéritique taillé (BLT) de 30x15x15 cm pour mur remplissage;m²;12 500;15 000;17 500
03.1.2.1.4.057;Maçonnerie en bloc latéritique taillé (BLT) de 20x15x15 cm pour mur remplissage;m²;12 500;15 000;17 500
03.1.2.1.4.058;Plancher en hourdis corps creux de 15+5;m²;35 000;40 000;45 000
03.1.2.1.4.059;Plancher en hourdis corps creux de 16+4;m²;35 000;40 000;45 000
03.1.2.1.4.060;Raccordement et calfeutrement des ouvertures;m²;5 500;6 665;8 000
03.1.2.1.5;MENUISERIE BOIS, MÉTALLIQUE  ET ALLUMINIUM;;;;
03.1.2.1.5.001;Fourniture et pose de grille de protection métallique 60x60 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;10 000;12 335;15 000
03.1.2.1.5.002;Fourniture et pose de grille de protection métallique 60x80 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;10 000;13 000;16 000
03.1.2.1.5.003;Fourniture et pose de grille de protection métallique 80x80 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;12 000;14 335;17 000
03.1.2.1.5.004;Fourniture et pose de grille de protection métallique 120x120 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;30 000;32 500;35 000
03.1.2.1.5.005;Fourniture et pose de grille de protection métallique 120x150 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;35 000;40 000;45 000
03.1.2.1.5.006;Fourniture et pose de grille de protection métallique 340x40 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;50 000;55 000;60 000
03.1.2.1.5.007;Fourniture et pose de grille de protection métallique 60x60 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;12 000;15 000;18 000
03.1.2.1.5.008;Fourniture et pose de grille de protection métallique 60x80 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;15 000;16 665;19 000
03.1.2.1.5.009;Fourniture et pose de grille de protection métallique 80x80 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;15 000;17 335;20 000
03.1.2.1.5.010;Fourniture et pose de grille de protection métallique 120x120 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;45 000;50 000;55 000
03.1.2.1.5.011;Fourniture et pose de grille de protection métallique 120x150 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;55 000;60 000;65 000
03.1.2.1.5.012;Fourniture et pose de grille de protection métallique 340x40 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;40 000;45 000;50 000
03.1.2.1.5.013;Fourniture et pose de grille de protection métallique 60x60  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;10 000;12 335;15 000
03.1.2.1.5.014;Fourniture et pose de grille de protection métallique 60x80  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;12 000;13 665;16 000
03.1.2.1.5.015;Fourniture et pose de grille de protection métallique 80x80  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;12 000;14 335;17 000
03.1.2.1.5.016;Fourniture et pose de grille de protection métallique 120x120  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;25 000;27 500;30 000
03.1.2.1.5.017;Fourniture et pose de grille de protection métallique 120x150  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;30 000;35 000;40 000
03.1.2.1.5.018;grille de protection métallique 340x40  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;25 000;30 000;35 000
03.1.2.1.5.019;Fourniture et pose de grille de protection métallique 60x60 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;15 000;19 000;22 000
03.1.2.1.5.020;Fourniture et pose de grille de protection métallique 60x80 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;20 000;25 000;30 000
03.1.2.1.5.021;Fourniture et pose de grille de protection métallique 80x80 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;25 000;30 000;35 000
03.1.2.1.5.022;Fourniture et pose de grille de protection métallique 120x120 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;35 000;40 000;45 000
03.1.2.1.5.023;Fourniture et pose de grille de protection métallique 120x150 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;40 000;45 000;50 000
03.1.2.1.5.024;Fourniture et pose de grille de protection métallique 340x40 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;30 000;35 000;40 000
03.1.2.1.5.025;Fourniture et pose de grille de protection alu de 60 x 60, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;30 000;34 165;40 000
03.1.2.1.5.026;Fourniture et pose de grille de protection alu de 100 x 60, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;40 000;42 500;45 000
03.1.2.1.5.027;Fourniture et pose de grille de protection alu de 120x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;40 000;45 000;50 000
03.1.2.1.5.028;Fourniture et pose de grille de protection alu de 170 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;40 000;47 500;55 000
03.1.2.1.5.029;Fourniture et pose de grille de protection alu de 180 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;45 000;51 665;60 000
03.1.2.1.5.030;Fourniture et pose de grille de protection alu de 200 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;55 000;60 000;65 000
03.1.2.1.5.031;Fourniture et pose de grille de protection alu de 250 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;55 000;61 665;70 000
03.1.2.1.5.032;Fourniture et pose de grille de protection alu de 285 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;65 000;70 000;75 000
03.1.2.1.5.033;Fourniture et pose de grille de protection alu de 300 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;70 000;75 000;80 000
03.1.2.1.5.034;Fourniture et pose de grille de protection alu de 385 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;75 000;80 000;85 000
03.1.2.1.5.035;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables 60x60 à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;18 000;21 000;25 000
03.1.2.1.5.036;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables 60x80  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;25 000;30 000;35 000
03.1.2.1.5.037;Fourniture et pose de fenêtre métallique persienne à lames fixes 80x80  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;32 000;35 665;40 000
03.1.2.1.5.038;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables 120x120  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;65 000;72 335;80 000
03.1.2.1.5.039;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables120x150  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;85 000;90 000;95 000
